"Key","word","n"
"2013:12 Years a Slave","understand",1
"2014:American Sniper","understand",1
"2014:Birdman or (The Unexpected Virtue of Ignorance)","understand",1
"2015:Brooklyn","understand",2
"2015:Room","understand",2
"2015:Spotlight","understand",1
"2015:The Martian","understand",1
"2016:Arrival","understand",1
"2016:La La Land","understand",3
"2017:Darkest Hour","understand",2
"2017:Get Out","understand",1
"2017:Three Billboards Outside Ebbing, Missouri","understand",1
"2018:The Favourite","understand",1
"1940:Our Town","winter",2
"1940:Rebecca","winter",5
"1943:Watch on the Rhine","winter",1
"1944:Since You Went Away","winter",1
"1951:A Place in the Sun","winter",1
"1954:Seven Brides for Seven Brothers","winter",4
"1965:Doctor Zhivago","winter",7
"1966:The Russians Are Coming the Russians Are Coming","winter",1
"1966:The Sand Pebbles","winter",1
"1967:Doctor Dolittle","winter",1
"1970:M.A.S.H.","winter",1
"1971:The French Connection","winter",1
"1980:Coal Miner's Daughter","winter",1
"1985:The Color Purple","winter",2
"1989:Driving Miss Daisy","winter",1
"1990:Dances with Wolves","winter",2
"1997:Good Will Hunting","winter",1
"2000:Chocolat","winter",1
"2008:The Reader","winter",1
"2009:The Blind Side","winter",1
"2012:Django Unchained","winter",3
"2016:La La Land","winter",2
"2016:Manchester by the Sea","winter",1
"2017:All the Money in the World","winter",1
"2017:Call Me by Your Name","winter",1
"1940:Our Town","approv",1
"1941:Suspicion","approv",1
"1942:Wake Island","approv",1
"1946:The Best Years of Our Lives","approv",2
"1954:Three Coins in the Fountain","approv",1
"1955:Mister Roberts","approv",1
"1966:A Man for All Seasons","approv",1
"1967:Doctor Dolittle","approv",1
"1973:The Sting","approv",1
"1976:All the President's Men","approv",2
"1985:The Color Purple","approv",1
"1989:Dead Poets Society","approv",1
"1990:Dances with Wolves","approv",1
"1991:Bugsy","approv",1
"1993:The Fugitive","approv",2
"1995:Apollo 13","approv",1
"1996:Fargo","approv",1
"1997:L.A. Confidential","approv",1
"2000:Gladiator","approv",3
"2005:Brokeback Mountain","approv",1
"2008:Milk","approv",1
"2012:Argo","approv",2
"2012:Zero Dark Thirty","approv",1
"2013:American Hustle","approv",1
"2013:Dallas Buyers Club","approv",5
"2014:Whiplash","approv",1
"2016:La La Land","approv",2
"2017:Darkest Hour","approv",1
"1940:Our Town","awkward",1
"1950:Father of the Bride","awkward",1
"1957:12 Angry Men","awkward",1
"1962:To Kill a Mockingbird","awkward",1
"1967:The Graduate","awkward",1
"1970:Five Easy Pieces","awkward",1
"1971:A Clockwork Orange","awkward",1
"1973:American Graffiti","awkward",2
"1976:Taxi Driver","awkward",1
"1977:Annie Hall","awkward",1
"1981:On Golden Pond","awkward",1
"1988:Working Girl","awkward",1
"1996:Fargo","awkward",5
"1996:The English Patient","awkward",1
"2001:A Beautiful Mind","awkward",1
"2006:Little Miss Sunshine","awkward",1
"2007:Atonement","awkward",2
"2007:Michael Clayton","awkward",1
"2008:The Reader","awkward",1
"2009:Up in the Air","awkward",2
"2010:The Kids Are All Right","awkward",1
"2012:Lincoln","awkward",1
"2013:The Wolf of Wall Street","awkward",2
"2014:Boyhood","awkward",1
"2014:The Imitation Game","awkward",2
"2015:Brooklyn","awkward",5
"2016:Manchester by the Sea","awkward",2
"2018:Bohemian Rhapsody","awkward",1
"2018:Green Book","awkward",1
"2018:The Favourite","awkward",1
"2019:Joker","awkward",3
"2019:Marriage Story","awkward",1
"1940:Our Town","background",1
"1945:Spellbound","background",1
"1948:Hamlet","background",1
"1951:A Place in the Sun","background",1
"1956:Giant","background",1
"1957:12 Angry Men","background",1
"1970:Five Easy Pieces","background",1
"1970:M.A.S.H.","background",1
"1971:A Clockwork Orange","background",1
"1973:The Exorcist","background",1
"1980:Atlantic City, USA","background",1
"1982:The Verdict","background",2
"1984:A Soldier's Story","background",1
"1984:Places in the Heart","background",1
"1986:Hannah and Her Sisters","background",1
"1990:The Godfather Part III","background",1
"1993:The Fugitive","background",2
"1996:The English Patient","background",1
"1997:L.A. Confidential","background",1
"1999:The Sixth Sense","background",1
"2003:Mystic River","background",3
"2006:The Departed","background",1
"2007:Michael Clayton","background",1
"2008:Frost/Nixon","background",1
"2008:The Curious Case of Benjamin Button","background",1
"2010:Inception","background",1
"2012:Zero Dark Thirty","background",1
"2013:American Hustle","background",1
"2014:American Sniper","background",1
"2014:The Grand Budapest Hotel","background",1
"2016:Hell or High Water","background",1
"1940:Our Town","bit",1
"1942:Mrs. Miniver","bit",1
"1947:The Bishop's Wife","bit",1
"1955:Mister Roberts","bit",1
"1959:Ben-Hur","bit",1
"1970:M.A.S.H.","bit",1
"1971:A Clockwork Orange","bit",1
"1971:The French Connection","bit",1
"1972:The Godfather","bit",1
"1973:American Graffiti","bit",2
"1981:Raiders of the Lost Ark","bit",1
"1982:Gandhi","bit",1
"1983:Tender Mercies","bit",1
"1986:Children of a Lesser God","bit",1
"1990:Awakenings","bit",1
"1993:The Fugitive","bit",1
"1996:Fargo","bit",1
"1997:As Good as It Gets","bit",1
"1997:Good Will Hunting","bit",1
"1999:The Sixth Sense","bit",1
"2002:The Hours","bit",1
"2005:Good Night, and Good Luck.","bit",1
"2007:Juno","bit",1
"2007:There Will Be Blood","bit",1
"2008:The Hurt Locker","bit",1
"2009:Inglourious Basterds","bit",1
"2009:Up in the Air","bit",1
"2010:Inception","bit",2
"2010:Toy Story 3","bit",1
"2011:The Artist","bit",1
"2011:War Horse","bit",1
"2012:Zero Dark Thirty","bit",1
"2013:Dallas Buyers Club","bit",1
"2014:Boyhood","bit",3
"2015:Spotlight","bit",1
"2015:The Martian","bit",1
"2016:La La Land","bit",4
"2016:Lion","bit",1
"2017:Dunkirk","bit",1
"2017:Get Out","bit",2
"2018:Bohemian Rhapsody","bit",2
"1940:Our Town","born",1
"1942:Random Harvest","born",1
"1946:Great Expectations","born",1
"1946:It's a Wonderful Life","born",4
"1952:The Quiet Man","born",1
"1956:The Ten Commandments","born",2
"1959:Anatomy of a Murder","born",1
"1962:To Kill a Mockingbird","born",1
"1971:Fiddler on the Roof","born",1
"1974:Chinatown","born",1
"1974:Lenny","born",1
"1975:Barry Lyndon","born",2
"1979:Norma Rae","born",1
"1980:Coal Miner's Daughter","born",2
"1981:Chariots of Fire","born",1
"1987:The Last Emperor","born",1
"1988:Mississippi Burning","born",1
"1992:Scent of a Woman","born",1
"2000:Gladiator","born",1
"2002:The Hours","born",1
"2003:Mystic River","born",1
"2004:The Aviator","born",1
"2005:Munich","born",1
"2008:Milk","born",1
"2009:Avatar","born",2
"2009:Inglourious Basterds","born",1
"2011:War Horse","born",1
"2014:The Imitation Game","born",1
"2015:Room","born",1
"2016:Fences","born",1
"2016:Lion","born",1
"2019:Marriage Story","born",1
"1940:Our Town","bottl",1
"1951:A Streetcar Named Desire","bottl",1
"1953:From Here to Eternity","bottl",1
"1970:M.A.S.H.","bottl",1
"1971:A Clockwork Orange","bottl",1
"1971:The Last Picture Show","bottl",1
"1973:American Graffiti","bottl",3
"1983:Tender Mercies","bottl",1
"1983:The Dresser","bottl",1
"1986:Platoon","bottl",1
"1988:Working Girl","bottl",1
"1992:The Crying Game","bottl",1
"1992:Unforgiven","bottl",1
"1997:L.A. Confidential","bottl",1
"2003:Mystic River","bottl",1
"2004:Crash","bottl",1
"2004:The Aviator","bottl",1
"2007:Michael Clayton","bottl",1
"2007:No Country for Old Men","bottl",1
"2009:Up in the Air","bottl",1
"2012:Zero Dark Thirty","bottl",1
"2014:Boyhood","bottl",1
"2014:The Grand Budapest Hotel","bottl",1
"2016:Fences","bottl",1
"2017:Three Billboards Outside Ebbing, Missouri","bottl",1
"1940:Our Town","breakfast",1
"1944:Since You Went Away","breakfast",1
"1945:Spellbound","breakfast",1
"1950:All About Eve","breakfast",1
"1962:To Kill a Mockingbird","breakfast",1
"1970:Airport","breakfast",1
"1971:A Clockwork Orange","breakfast",1
"1971:The Last Picture Show","breakfast",1
"1972:Deliverance","breakfast",1
"1972:Sounder","breakfast",1
"1976:Taxi Driver","breakfast",1
"1978:The Deer Hunter","breakfast",2
"1979:Breaking Away","breakfast",1
"1979:Kramer vs. Kramer","breakfast",2
"1980:Coal Miner's Daughter","breakfast",2
"1983:The Big Chill","breakfast",1
"1984:Places in the Heart","breakfast",2
"1987:Moonstruck","breakfast",1
"1993:The Fugitive","breakfast",1
"1994:Pulp Fiction","breakfast",1
"1996:Fargo","breakfast",3
"1997:As Good as It Gets","breakfast",6
"1997:Titanic","breakfast",1
"2007:No Country for Old Men","breakfast",1
"2008:The Curious Case of Benjamin Button","breakfast",1
"2008:The Reader","breakfast",1
"2009:Up in the Air","breakfast",1
"2013:American Hustle","breakfast",1
"2013:Nebraska","breakfast",1
"2019:Little Women","breakfast",1
"1940:Our Town","breath",1
"1957:The Bridge on the River Kwai","breath",1
"1962:To Kill a Mockingbird","breath",1
"1970:M.A.S.H.","breath",1
"1971:Fiddler on the Roof","breath",1
"1972:Sounder","breath",1
"1975:Jaws","breath",1
"1976:Rocky","breath",1
"1977:Star Wars: Episode IV - A New Hope","breath",1
"1982:E.T. the Extra-Terrestrial","breath",2
"1983:The Right Stuff","breath",1
"1989:Field of Dreams","breath",1
"1993:In the Name of the Father","breath",1
"1993:The Fugitive","breath",2
"1996:Fargo","breath",1
"1996:The English Patient","breath",2
"1997:As Good as It Gets","breath",1
"1998:Saving Private Ryan","breath",1
"2000:Crouching Tiger, Hidden Dragon","breath",1
"2004:Million Dollar Baby","breath",1
"2006:Babel","breath",1
"2008:The Curious Case of Benjamin Button","breath",1
"2009:Avatar","breath",5
"2009:Up in the Air","breath",1
"2010:Inception","breath",1
"2010:The King's Speech","breath",1
"2011:The Artist","breath",1
"2011:The Help","breath",1
"2012:Argo","breath",1
"2012:Beasts of the Southern Wild","breath",1
"2013:Nebraska","breath",1
"2015:Mad Max: Fury Road","breath",1
"2015:Room","breath",1
"2015:The Revenant","breath",1
"2017:Get Out","breath",1
"2017:The Shape of Water","breath",1
"1940:Our Town","ceremoni",1
"1940:The Philadelphia Story","ceremoni",1
"1944:Since You Went Away","ceremoni",1
"1946:It's a Wonderful Life","ceremoni",1
"1946:The Best Years of Our Lives","ceremoni",1
"1950:All About Eve","ceremoni",2
"1950:Father of the Bride","ceremoni",2
"1966:The Sand Pebbles","ceremoni",1
"1970:M.A.S.H.","ceremoni",2
"1971:Fiddler on the Roof","ceremoni",1
"1972:Cabaret","ceremoni",2
"1972:The Godfather","ceremoni",1
"1974:The Towering Inferno","ceremoni",3
"1977:Star Wars: Episode IV - A New Hope","ceremoni",1
"1978:The Deer Hunter","ceremoni",1
"1979:Apocalypse Now","ceremoni",1
"1981:Raiders of the Lost Ark","ceremoni",1
"1987:The Last Emperor","ceremoni",2
"1990:The Godfather Part III","ceremoni",3
"1991:Beauty and the Beast","ceremoni",1
"1995:Braveheart","ceremoni",1
"1998:Shakespeare in Love","ceremoni",1
"1999:The Green Mile","ceremoni",1
"2000:Crouching Tiger, Hidden Dragon","ceremoni",1
"2009:A Serious Man","ceremoni",1
"2009:Avatar","ceremoni",3
"2009:Up","ceremoni",1
"2013:American Hustle","ceremoni",1
"2018:A Star Is Born","ceremoni",1
"2018:Black Panther","ceremoni",1
"2018:The Favourite","ceremoni",1
"1940:Our Town","cloth",1
"1946:It's a Wonderful Life","cloth",1
"1950:Father of the Bride","cloth",1
"1950:Sunset Blvd.","cloth",1
"1951:A Streetcar Named Desire","cloth",1
"1956:The Ten Commandments","cloth",5
"1958:Cat on a Hot Tin Roof","cloth",1
"1959:Anatomy of a Murder","cloth",1
"1959:Ben-Hur","cloth",1
"1960:The Apartment","cloth",1
"1961:West Side Story","cloth",1
"1966:The Russians Are Coming the Russians Are Coming","cloth",1
"1967:Doctor Dolittle","cloth",3
"1967:The Graduate","cloth",1
"1969:Hello, Dolly!","cloth",1
"1969:Midnight Cowboy","cloth",2
"1970:M.A.S.H.","cloth",2
"1972:Sounder","cloth",1
"1975:Barry Lyndon","cloth",1
"1975:Nashville","cloth",1
"1978:Midnight Express","cloth",1
"1979:Norma Rae","cloth",2
"1980:Atlantic City, USA","cloth",1
"1980:Coal Miner's Daughter","cloth",3
"1982:Gandhi","cloth",3
"1983:The Big Chill","cloth",1
"1985:Witness","cloth",1
"1987:The Last Emperor","cloth",1
"1990:Dances with Wolves","cloth",2
"1992:A Few Good Men","cloth",2
"1992:The Crying Game","cloth",1
"1993:Schindler's List","cloth",1
"1993:The Fugitive","cloth",2
"1994:Pulp Fiction","cloth",1
"1994:The Shawshank Redemption","cloth",3
"1997:As Good as It Gets","cloth",2
"2000:Chocolat","cloth",1
"2000:Crouching Tiger, Hidden Dragon","cloth",1
"2003:Mystic River","cloth",2
"2004:Sideways","cloth",1
"2007:Michael Clayton","cloth",1
"2007:No Country for Old Men","cloth",1
"2008:The Hurt Locker","cloth",1
"2012:Argo","cloth",1
"2012:Beasts of the Southern Wild","cloth",1
"2013:American Hustle","cloth",1
"2014:Birdman or (The Unexpected Virtue of Ignorance)","cloth",2
"2014:The Grand Budapest Hotel","cloth",1
"2015:Brooklyn","cloth",1
"2015:The Martian","cloth",1
"2016:Fences","cloth",1
"2016:Hell or High Water","cloth",1
"2016:La La Land","cloth",1
"2016:Manchester by the Sea","cloth",1
"2017:All the Money in the World","cloth",2
"2018:Green Book","cloth",1
"1940:Our Town","communic",1
"1942:Wake Island","communic",1
"1946:It's a Wonderful Life","communic",1
"1954:The Caine Mutiny","communic",1
"1966:The Sand Pebbles","communic",1
"1967:Doctor Dolittle","communic",1
"1973:The Exorcist","communic",1
"1975:Nashville","communic",1
"1976:All the President's Men","communic",1
"1976:Network","communic",1
"1977:Star Wars: Episode IV - A New Hope","communic",2
"1978:The Deer Hunter","communic",1
"1980:The Elephant Man","communic",1
"1982:E.T. the Extra-Terrestrial","communic",2
"1982:Tootsie","communic",1
"1985:Kiss of the Spider Woman","communic",1
"1988:Dangerous Liaisons","communic",1
"1988:Working Girl","communic",2
"1990:Awakenings","communic",1
"1990:Dances with Wolves","communic",1
"1990:Ghost","communic",1
"1993:The Piano","communic",1
"1994:Il Postino","communic",1
"1999:The Sixth Sense","communic",1
"2002:Gangs of New York","communic",1
"2006:Babel","communic",2
"2006:The Queen","communic",1
"2007:Michael Clayton","communic",1
"2008:Milk","communic",1
"2008:The Hurt Locker","communic",2
"2009:Avatar","communic",1
"2011:Extremely Loud & Incredibly Close","communic",2
"2012:Silver Linings Playbook","communic",1
"2013:American Hustle","communic",1
"2013:Captain Phillips","communic",1
"2014:The Imitation Game","communic",1
"2014:The Theory of Everything","communic",1
"2015:The Martian","communic",2
"2016:Arrival","communic",5
"2017:The Shape of Water","communic",1
"1940:Our Town","conflict",1
"1942:Wake Island","conflict",1
"1945:Mildred Pierce","conflict",1
"1951:A Streetcar Named Desire","conflict",1
"1952:High Noon","conflict",1
"1959:Anatomy of a Murder","conflict",1
"1960:The Apartment","conflict",1
"1961:West Side Story","conflict",2
"1965:Doctor Zhivago","conflict",1
"1972:The Godfather","conflict",1
"1973:The Exorcist","conflict",1
"1975:Barry Lyndon","conflict",1
"1978:The Deer Hunter","conflict",1
"1979:Breaking Away","conflict",1
"1979:Kramer vs. Kramer","conflict",1
"1984:The Killing Fields","conflict",2
"1985:Kiss of the Spider Woman","conflict",1
"1987:Moonstruck","conflict",1
"1987:The Last Emperor","conflict",1
"1991:JFK","conflict",1
"1992:Scent of a Woman","conflict",1
"1997:Good Will Hunting","conflict",1
"2011:Midnight in Paris","conflict",1
"2012:Argo","conflict",1
"2012:Les Misérables","conflict",1
"2013:Her","conflict",1
"2014:American Sniper","conflict",1
"2015:Brooklyn","conflict",1
"2018:Vice","conflict",1
"1940:Our Town","cook",1
"1941:Suspicion","cook",1
"1941:The Maltese Falcon","cook",1
"1942:Mrs. Miniver","cook",1
"1946:It's a Wonderful Life","cook",1
"1952:The Quiet Man","cook",1
"1954:Seven Brides for Seven Brothers","cook",1
"1962:To Kill a Mockingbird","cook",1
"1967:Doctor Dolittle","cook",1
"1972:Sounder","cook",1
"1975:Nashville","cook",1
"1976:Rocky","cook",1
"1979:Kramer vs. Kramer","cook",1
"1979:Norma Rae","cook",1
"1980:Coal Miner's Daughter","cook",4
"1986:Children of a Lesser God","cook",1
"1987:Broadcast News","cook",1
"1987:Moonstruck","cook",1
"1988:Mississippi Burning","cook",3
"1989:Driving Miss Daisy","cook",3
"1990:Goodfellas","cook",1
"1993:Schindler's List","cook",1
"1993:The Fugitive","cook",1
"1997:L.A. Confidential","cook",1
"2000:Crouching Tiger, Hidden Dragon","cook",1
"2002:The Hours","cook",1
"2005:Munich","cook",1
"2008:Milk","cook",2
"2008:The Curious Case of Benjamin Button","cook",2
"2009:Precious","cook",5
"2011:The Help","cook",2
"2012:Life of Pi","cook",6
"2013:12 Years a Slave","cook",2
"2014:Boyhood","cook",1
"2016:Fences","cook",1
"2016:Hell or High Water","cook",1
"2016:Hidden Figures","cook",1
"2016:La La Land","cook",1
"2016:Moonlight","cook",2
"2018:Green Book","cook",1
"1940:Our Town","copi",1
"1940:Rebecca","copi",1
"1941:Sergeant York","copi",2
"1941:The Maltese Falcon","copi",1
"1945:Spellbound","copi",1
"1946:It's a Wonderful Life","copi",1
"1956:The King and I","copi",1
"1957:12 Angry Men","copi",1
"1972:Sounder","copi",1
"1976:All the President's Men","copi",1
"1979:Norma Rae","copi",4
"1980:Coal Miner's Daughter","copi",1
"1980:The Elephant Man","copi",1
"1981:Raiders of the Lost Ark","copi",1
"1982:Tootsie","copi",1
"1983:Tender Mercies","copi",1
"1983:The Big Chill","copi",1
"1987:Broadcast News","copi",1
"1987:The Last Emperor","copi",1
"1992:A Few Good Men","copi",1
"1994:The Shawshank Redemption","copi",2
"1996:Fargo","copi",2
"1996:The English Patient","copi",4
"1999:The Green Mile","copi",1
"2002:The Hours","copi",1
"2005:Good Night, and Good Luck.","copi",1
"2007:Michael Clayton","copi",6
"2009:An Education","copi",1
"2011:Hugo","copi",1
"2012:Argo","copi",3
"2012:Life of Pi","copi",1
"2012:Lincoln","copi",1
"2012:Zero Dark Thirty","copi",1
"2014:American Sniper","copi",1
"2014:The Grand Budapest Hotel","copi",2
"2015:Spotlight","copi",3
"2016:Lion","copi",1
"2017:The Post","copi",1
"1940:Our Town","countri",1
"1940:Rebecca","countri",2
"1940:The Great Dictator","countri",2
"1941:Sergeant York","countri",2
"1943:Watch on the Rhine","countri",1
"1944:Going My Way","countri",1
"1944:Since You Went Away","countri",4
"1946:The Best Years of Our Lives","countri",1
"1950:Father of the Bride","countri",1
"1952:The Quiet Man","countri",2
"1953:Roman Holiday","countri",2
"1954:Three Coins in the Fountain","countri",2
"1959:Anatomy of a Murder","countri",1
"1960:The Alamo","countri",1
"1961:Judgment at Nuremberg","countri",1
"1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","countri",1
"1965:Doctor Zhivago","countri",3
"1966:Who's Afraid of Virginia Woolf?","countri",1
"1969:Butch Cassidy and the Sundance Kid","countri",1
"1970:Airport","countri",1
"1970:Five Easy Pieces","countri",2
"1971:A Clockwork Orange","countri",3
"1971:The Last Picture Show","countri",1
"1972:Cabaret","countri",1
"1974:The Godfather: Part II","countri",1
"1975:Barry Lyndon","countri",1
"1975:Dog Day Afternoon","countri",2
"1975:Nashville","countri",5
"1978:Midnight Express","countri",1
"1980:Coal Miner's Daughter","countri",11
"1981:Raiders of the Lost Ark","countri",1
"1982:Gandhi","countri",5
"1982:Tootsie","countri",1
"1983:Tender Mercies","countri",4
"1983:The Right Stuff","countri",1
"1984:A Soldier's Story","countri",1
"1984:Places in the Heart","countri",1
"1984:The Killing Fields","countri",1
"1988:Mississippi Burning","countri",3
"1989:Born on the Fourth of July","countri",2
"1991:JFK","countri",1
"1991:The Silence of the Lambs","countri",1
"1992:A Few Good Men","countri",4
"1993:The Remains of the Day","countri",1
"1994:Forrest Gump","countri",1
"1994:Pulp Fiction","countri",1
"1994:The Shawshank Redemption","countri",1
"1995:Braveheart","countri",1
"1995:Sense and Sensibility","countri",1
"1996:Fargo","countri",1
"2002:Gangs of New York","countri",1
"2004:Crash","countri",1
"2004:Ray","countri",3
"2004:Sideways","countri",2
"2005:Munich","countri",2
"2006:The Queen","countri",1
"2007:Atonement","countri",1
"2007:No Country for Old Men","countri",1
"2008:Milk","countri",6
"2010:Inception","countri",2
"2010:The King's Speech","countri",2
"2010:The Social Network","countri",1
"2012:Argo","countri",8
"2012:Zero Dark Thirty","countri",1
"2013:12 Years a Slave","countri",1
"2013:American Hustle","countri",1
"2013:The Wolf of Wall Street","countri",1
"2014:American Sniper","countri",7
"2014:Boyhood","countri",1
"2014:The Grand Budapest Hotel","countri",1
"2015:Bridge of Spies","countri",2
"2015:Room","countri",1
"2015:Spotlight","countri",3
"2015:The Martian","countri",1
"2016:Arrival","countri",1
"2017:Call Me by Your Name","countri",1
"2017:Darkest Hour","countri",2
"2018:A Star Is Born","countri",2
"2018:Black Panther","countri",2
"2018:BlacKkKlansman","countri",1
"2018:The Favourite","countri",3
"2019:Jojo Rabbit","countri",2
"1940:Our Town","cri",1
"1941:Sergeant York","cri",2
"1942:Kings Row","cri",1
"1947:The Bishop's Wife","cri",1
"1948:The Red Shoes","cri",1
"1954:Seven Brides for Seven Brothers","cri",2
"1957:12 Angry Men","cri",1
"1959:Ben-Hur","cri",1
"1962:Lawrence of Arabia","cri",1
"1962:The Music Man","cri",2
"1967:Doctor Dolittle","cri",1
"1967:The Graduate","cri",2
"1970:Patton","cri",1
"1973:American Graffiti","cri",2
"1974:Chinatown","cri",1
"1975:Jaws","cri",1
"1976:Rocky","cri",2
"1978:Midnight Express","cri",1
"1979:Breaking Away","cri",1
"1979:Norma Rae","cri",1
"1980:Coal Miner's Daughter","cri",2
"1983:Terms of Endearment","cri",1
"1984:A Soldier's Story","cri",2
"1985:Kiss of the Spider Woman","cri",1
"1985:The Color Purple","cri",1
"1987:Broadcast News","cri",1
"1987:The Last Emperor","cri",1
"1989:Born on the Fourth of July","cri",1
"1990:Dances with Wolves","cri",1
"1991:Beauty and the Beast","cri",1
"1993:The Remains of the Day","cri",2
"1994:The Shawshank Redemption","cri",2
"1995:Braveheart","cri",1
"1996:Fargo","cri",2
"1996:The English Patient","cri",1
"1997:L.A. Confidential","cri",1
"1997:Life Is Beautiful","cri",1
"1998:Saving Private Ryan","cri",2
"1999:American Beauty","cri",1
"1999:The Green Mile","cri",3
"2000:Crouching Tiger, Hidden Dragon","cri",1
"2001:Moulin Rouge!","cri",1
"2002:Gangs of New York","cri",1
"2003:Mystic River","cri",1
"2006:Babel","cri",5
"2007:Atonement","cri",1
"2007:Juno","cri",1
"2008:Milk","cri",3
"2008:The Curious Case of Benjamin Button","cri",3
"2009:Precious","cri",2
"2010:Black Swan","cri",8
"2010:Inception","cri",1
"2010:The Fighter","cri",1
"2010:The King's Speech","cri",1
"2011:The Help","cri",1
"2012:Django Unchained","cri",1
"2012:Zero Dark Thirty","cri",1
"2013:American Hustle","cri",2
"2013:Dallas Buyers Club","cri",1
"2013:The Wolf of Wall Street","cri",3
"2014:American Sniper","cri",2
"2014:Boyhood","cri",4
"2014:The Grand Budapest Hotel","cri",1
"2014:The Imitation Game","cri",1
"2015:Brooklyn","cri",8
"2015:Mad Max: Fury Road","cri",1
"2015:Room","cri",1
"2016:Hacksaw Ridge","cri",1
"2016:Lion","cri",1
"2016:Manchester by the Sea","cri",1
"2017:Call Me by Your Name","cri",1
"2017:Lady Bird","cri",2
"2017:Three Billboards Outside Ebbing, Missouri","cri",1
"2018:Bohemian Rhapsody","cri",1
"2018:Roma","cri",3
"2018:The Favourite","cri",1
"2019:Marriage Story","cri",2
"1940:Our Town","critic",1
"1944:Since You Went Away","critic",2
"1950:All About Eve","critic",2
"1950:Sunset Blvd.","critic",1
"1957:12 Angry Men","critic",1
"1958:Cat on a Hot Tin Roof","critic",1
"1960:The Apartment","critic",1
"1966:Who's Afraid of Virginia Woolf?","critic",3
"1967:Guess Who's Coming to Dinner","critic",1
"1970:M.A.S.H.","critic",1
"1972:The Godfather","critic",1
"1974:The Towering Inferno","critic",1
"1975:Nashville","critic",1
"1976:All the President's Men","critic",1
"1979:Apocalypse Now","critic",1
"1981:Chariots of Fire","critic",1
"1981:Raiders of the Lost Ark","critic",1
"1983:Terms of Endearment","critic",1
"1989:Born on the Fourth of July","critic",1
"1989:Dead Poets Society","critic",1
"1991:JFK","critic",1
"1992:A Few Good Men","critic",1
"1994:The Shawshank Redemption","critic",1
"1997:L.A. Confidential","critic",1
"2003:Mystic River","critic",1
"2007:Michael Clayton","critic",1
"2009:District 9","critic",1
"2011:Midnight in Paris","critic",1
"2011:Moneyball","critic",1
"2012:Argo","critic",1
"2013:American Hustle","critic",1
"2013:Nebraska","critic",1
"2014:Birdman or (The Unexpected Virtue of Ignorance)","critic",1
"2014:Boyhood","critic",1
"2014:The Grand Budapest Hotel","critic",1
"2015:Brooklyn","critic",2
"2015:Spotlight","critic",1
"2015:The Big Short","critic",1
"2017:Darkest Hour","critic",2
"2017:Lady Bird","critic",1
"2019:Little Women","critic",1
"2019:Parasite","critic",1
"1940:Our Town","custom",1
"1941:49th Parallel","custom",1
"1946:It's a Wonderful Life","custom",3
"1948:Johnny Belinda","custom",1
"1952:The Quiet Man","custom",1
"1955:Mister Roberts","custom",1
"1956:Giant","custom",1
"1956:The King and I","custom",1
"1960:The Apartment","custom",2
"1967:Doctor Dolittle","custom",2
"1969:Midnight Cowboy","custom",1
"1971:Fiddler on the Roof","custom",1
"1976:Taxi Driver","custom",1
"1978:Midnight Express","custom",4
"1979:Breaking Away","custom",1
"1980:Raging Bull","custom",2
"1984:Places in the Heart","custom",3
"1988:Mississippi Burning","custom",1
"1989:Born on the Fourth of July","custom",1
"1990:Dances with Wolves","custom",1
"1990:Goodfellas","custom",1
"1993:The Piano","custom",1
"1994:Il Postino","custom",1
"1994:Pulp Fiction","custom",1
"1997:L.A. Confidential","custom",1
"2004:Ray","custom",1
"2006:The Queen","custom",1
"2007:No Country for Old Men","custom",1
"2009:Avatar","custom",1
"2009:Inglourious Basterds","custom",1
"2009:Up in the Air","custom",2
"2010:Inception","custom",1
"2011:Hugo","custom",1
"2012:Beasts of the Southern Wild","custom",1
"2012:Les Misérables","custom",1
"2013:12 Years a Slave","custom",1
"2013:American Hustle","custom",1
"2013:Dallas Buyers Club","custom",1
"2013:Nebraska","custom",1
"2015:Brooklyn","custom",4
"2015:The Big Short","custom",1
"2016:Hell or High Water","custom",2
"2016:La La Land","custom",1
"2016:Manchester by the Sea","custom",1
"2019:Le Mans '66","custom",1
"1940:Our Town","cut",1
"1941:Sergeant York","cut",6
"1942:Mrs. Miniver","cut",1
"1945:Spellbound","cut",1
"1946:It's a Wonderful Life","cut",1
"1948:Hamlet","cut",1
"1950:Father of the Bride","cut",2
"1951:A Streetcar Named Desire","cut",2
"1953:Roman Holiday","cut",1
"1954:The Caine Mutiny","cut",1
"1957:Witness for the Prosecution","cut",1
"1960:The Alamo","cut",1
"1961:The Guns of Navarone","cut",1
"1962:Mutiny on the Bounty","cut",1
"1962:The Music Man","cut",1
"1965:The Sound of Music","cut",1
"1966:The Sand Pebbles","cut",1
"1966:Who's Afraid of Virginia Woolf?","cut",1
"1971:A Clockwork Orange","cut",1
"1971:The French Connection","cut",1
"1974:Chinatown","cut",1
"1974:The Godfather: Part II","cut",1
"1974:The Towering Inferno","cut",1
"1975:Jaws","cut",1
"1975:Nashville","cut",1
"1976:Network","cut",1
"1976:Rocky","cut",5
"1977:Star Wars: Episode IV - A New Hope","cut",3
"1978:Midnight Express","cut",1
"1979:Breaking Away","cut",1
"1979:Kramer vs. Kramer","cut",1
"1980:Atlantic City, USA","cut",3
"1980:Coal Miner's Daughter","cut",2
